id,scornful,downhearted,alone,angry,shaky,nervous,blue,jittery,hostile,sad,loathing,afraid
1057,1,1,1,1,1,1,1,1,1,1,1,1
1057,1,1,2,2,1,2,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,2,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1
1059,1,1,1,1,2,1,1,2,1,1,1,1
1059,1,1,1,1,2,1,1,3,1,1,1,1
1059,1,1,1,1,1,1,1,1,1,1,1,1
1059,1,1,1,1,1,1,1,1,1,1,1,1
1059,1,1,1,1,1,1,1,1,1,1,1,1
1059,1,1,1,1,2,1,1,1,1,1,1,1
1059,1,1,1,1,1,2,1,1,1,1,1,1
1059,1,1,1,1,1,2,1,2,1,1,1,1
1059,1,1,1,1,1,2,1,1,1,1,1,1
1059,1,1,1,1,2,1,1,1,1,1,1,1
1059,1,1,1,1,1,1,1,2,1,1,1,1
1059,1,1,1,1,1,2,1,2,1,2,1,1
1059,1,1,1,1,1,1,1,1,1,1,1,1
1059,1,1,1,1,1,1,1,1,1,1,1,1
1059,1,1,1,1,1,2,1,1,1,2,1,1
1059,1,1,1,1,1,1,2,1,1,2,1,1
1059,1,1,1,1,1,1,1,2,1,1,1,1
1059,1,1,1,1,1,2,2,1,1,1,1,1
1059,1,1,1,1,1,2,2,1,1,1,1,1
1059,1,1,1,1,2,2,1,1,1,1,1,1
1059,1,1,1,1,1,2,1,1,1,2,1,1
1059,1,1,1,1,1,2,1,2,1,1,1,1
1059,1,2,1,1,2,3,2,2,1,2,1,1
1059,1,1,1,1,1,2,1,1,1,2,1,1
1059,1,1,1,1,1,1,1,2,1,1,1,1
1059,1,1,1,1,1,2,1,1,1,1,1,1
1059,1,1,1,1,1,1,1,1,1,1,1,1
1059,1,1,1,1,1,1,1,1,1,1,1,1
1060,1,1,1,1,1,3,1,3,1,2,1,1
1060,1,1,1,2,3,3,1,3,1,1,1,1
1060,1,1,1,1,2,2,1,2,2,2,1,1
1060,1,1,1,1,1,1,1,1,1,1,1,1
1060,1,1,1,1,1,1,1,1,1,1,1,1
1060,1,1,3,1,2,3,1,2,1,1,1,3
1060,1,1,1,1,1,3,1,1,1,1,1,3
1060,1,1,2,1,1,3,1,1,1,1,1,1
1060,2,1,3,2,1,1,2,1,1,1,1,1
1060,1,1,1,1,1,1,1,1,1,1,1,1
1060,1,3,4,2,1,2,4,1,1,1,1,1
1060,2,3,2,1,2,3,1,1,1,3,4,1
1060,1,3,1,1,1,3,3,1,1,2,2,1
1060,1,1,1,1,1,2,1,1,1,1,1,2
1060,1,1,1,1,1,1,1,1,1,1,1,1
1060,2,3,4,2,1,4,2,1,1,3,4,1
1060,1,2,3,1,2,3,1,1,1,1,1,1
1060,1,1,2,1,1,3,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,2,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1
1063,3,3,1,1,2,1,1,2,2,2,1,1
1063,1,1,2,1,1,2,2,1,1,2,1,1
1063,1,1,2,1,2,1,2,2,1,2,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1
1063,1,1,1,1,1,1,2,1,1,2,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,2,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,2,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,2,1,1,1,1,1,1,1
1067,1,3,2,1,3,4,2,3,1,3,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,2,1,1,4,1,2,1,1,1,1,1
1067,1,2,1,1,2,1,2,1,1,2,1,1
1067,1,2,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,2
1069,1,1,1,1,1,1,1,1,1,1,1,1
1069,1,1,1,1,1,1,1,1,1,1,1,1
1069,1,1,5,5,3,1,1,1,5,1,5,1
1069,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1
1072,1,2,2,1,1,4,1,1,1,2,1,1
1072,1,1,1,1,1,1,1,1,1,1,1,1
1072,1,1,1,1,1,1,1,1,1,1,1,1
1072,1,1,1,1,1,1,1,1,1,1,1,1
1072,1,1,1,1,1,1,1,1,1,1,1,1
1072,3,3,4,5,5,5,4,5,5,5,5,5
1072,1,1,1,1,1,1,1,2,1,1,1,1
1072,1,1,1,1,1,1,1,1,1,1,1,1
1072,1,1,1,1,1,1,1,1,1,1,1,1
1074,1,1,2,1,2,2,1,2,1,1,1,1
1074,1,1,4,2,1,1,1,1,2,1,1,1
1074,1,1,1,1,1,1,1,1,1,1,1,1
1074,2,1,1,1,3,2,1,2,1,1,1,1
1074,1,1,1,1,1,1,1,1,1,1,1,1
1074,1,1,1,1,1,1,1,2,1,1,1,1
1074,1,1,1,3,1,1,1,1,1,1,2,1
1074,1,1,1,1,1,1,1,2,1,1,1,1
1074,1,1,1,1,2,4,1,1,1,1,1,1
1074,1,1,1,1,2,1,1,2,1,1,1,1
1074,1,1,1,1,1,1,1,1,1,1,1,1
1074,1,1,2,1,1,1,1,1,1,1,1,1
1074,1,1,1,1,1,1,1,2,1,1,1,1
1074,1,1,1,1,1,1,1,1,1,1,1,1
1074,1,1,1,1,1,2,1,1,1,1,1,1
1074,1,1,1,1,3,1,1,1,1,1,1,1
1074,1,1,4,1,1,1,2,2,1,3,3,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,2,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,2,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,2,1,1,1,1,1,1
1075,1,1,2,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,3,2,1,1,2,1,1
1075,1,1,3,1,1,1,2,1,1,2,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,2,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,3,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,2,1,2,1,1,1,1,1,2
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1
1077,1,1,1,2,1,2,2,1,2,2,2,1
1077,2,3,3,3,2,4,4,3,2,4,3,3
1077,1,1,2,1,2,2,2,1,1,2,1,2
1077,1,2,2,1,2,3,3,2,1,3,1,3
1077,1,1,1,1,1,2,2,2,2,2,1,1
1077,1,1,1,1,1,1,2,1,1,2,1,1
1077,1,1,1,1,1,1,2,1,1,2,1,1
1077,1,1,1,1,1,1,2,1,1,1,1,1
1077,1,1,2,1,1,1,2,1,1,1,1,1
1077,1,1,1,1,1,1,3,1,1,1,1,1
1077,2,2,1,4,1,1,2,1,3,2,2,1
1077,1,1,1,1,2,1,3,1,1,1,1,1
1077,1,1,1,1,2,1,2,1,1,1,1,1
1077,1,1,1,1,1,2,2,1,1,2,1,1
1077,1,1,2,1,3,1,1,2,1,1,1,1
1077,1,1,3,1,1,1,2,1,1,1,1,1
1077,1,1,2,1,1,1,2,1,1,2,1,1
